Iter,Loss,ErrorLambda1,ErrorLambda2
1.320000000000000000e+02,1.267730724066495895e-02,5.069260001182556152e+01,2.387555365961379295e+01
1.330000000000000000e+02,1.265725493431091309e-02,5.098511278629302979e+01,2.386248248704256980e+01
1.340000000000000000e+02,1.264040451496839523e-02,5.108931660652160645e+01,2.382402237211280038e+01
1.350000000000000000e+02,1.261167787015438080e-02,5.099067091941833496e+01,2.375920047433654148e+01
1.360000000000000000e+02,1.251227501779794693e-02,5.081352591514587402e+01,2.358789277337512758e+01
1.370000000000000000e+02,1.237382926046848297e-02,5.030565559864044189e+01,2.325925555320025850e+01
1.380000000000000000e+02,1.222867984324693680e-02,5.036856234073638916e+01,2.309616945155056911e+01
1.390000000000000000e+02,1.205018069595098495e-02,5.068698525428771973e+01,2.282403744016848179e+01
1.400000000000000000e+02,1.197586394846439362e-02,5.074819326400756836e+01,2.259867491810950568e+01
1.410000000000000000e+02,1.191892288625240326e-02,5.099731683731079102e+01,2.251591764532225426e+01
1.420000000000000000e+02,1.182802021503448486e-02,5.110920071601867676e+01,2.227550169676547398e+01
1.430000000000000000e+02,1.162759773433208466e-02,5.078848600387573242e+01,2.182557394297223752e+01
1.440000000000000000e+02,1.140292175114154816e-02,5.000484287738800049e+01,2.132937409198506629e+01
1.450000000000000000e+02,1.129537448287010193e-02,4.916194081306457520e+01,2.125773499620299489e+01
1.460000000000000000e+02,1.124826073646545410e-02,4.909099936485290527e+01,2.134172112013292377e+01
1.470000000000000000e+02,1.122427545487880707e-02,4.895575642585754395e+01,2.142861845093658246e+01
1.480000000000000000e+02,1.121809147298336029e-02,4.891465306282043457e+01,2.136302120660601034e+01
1.490000000000000000e+02,1.120710838586091995e-02,4.896368384361267090e+01,2.132431239561165626e+01
1.500000000000000000e+02,1.115896273404359818e-02,4.909637570381164551e+01,2.112854470523884132e+01
1.510000000000000000e+02,1.106963772326707840e-02,4.925375580787658691e+01,2.074066661956070590e+01
1.520000000000000000e+02,1.091286167502403259e-02,4.940502643585205078e+01,2.001494224472775585e+01
1.530000000000000000e+02,1.069464068859815598e-02,4.920595884323120117e+01,1.890216633290191695e+01
1.540000000000000000e+02,1.056589186191558838e-02,4.911876916885375977e+01,1.830293316527330916e+01
1.550000000000000000e+02,1.050145830959081650e-02,4.863038659095764160e+01,1.783310241172276989e+01
1.560000000000000000e+02,1.046855095773935318e-02,4.826417565345764160e+01,1.817290901103376655e+01
1.570000000000000000e+02,1.040112040936946869e-02,4.817036390304565430e+01,1.838579284232245215e+01
1.580000000000000000e+02,1.035417057573795319e-02,4.803836345672607422e+01,1.834631599936392377e+01
1.590000000000000000e+02,1.029516663402318954e-02,4.781945347785949707e+01,1.823886467028095382e+01
1.600000000000000000e+02,1.016395539045333862e-02,4.708022475242614746e+01,1.792692665938426089e+01
1.610000000000000000e+02,1.005684398114681244e-02,4.681006073951721191e+01,1.750815905956607210e+01
1.620000000000000000e+02,9.893555194139480591e-03,4.576402902603149414e+01,1.664996014279835279e+01
1.630000000000000000e+02,9.811731986701488495e-03,4.578905701637268066e+01,1.628107073311064568e+01
1.640000000000000000e+02,9.755717590451240540e-03,4.514035582542419434e+01,1.575945268140439559e+01
1.650000000000000000e+02,9.726044721901416779e-03,4.487596750259399414e+01,1.558272486915295651e+01
1.660000000000000000e+02,9.688904508948326111e-03,4.447102546691894531e+01,1.505472849484899278e+01
1.670000000000000000e+02,9.637359529733657837e-03,4.424335956573486328e+01,1.503622258180747373e+01
1.680000000000000000e+02,9.555666707456111908e-03,4.381484389305114746e+01,1.471478291832543306e+01
1.690000000000000000e+02,9.495959617197513580e-03,4.392459988594055176e+01,1.499569243786950601e+01
1.700000000000000000e+02,9.427249431610107422e-03,4.389538764953613281e+01,1.505800543122946777e+01
1.710000000000000000e+02,9.345991536974906921e-03,4.399468302726745605e+01,1.514471989727974943e+01
1.720000000000000000e+02,9.253991767764091492e-03,4.350609183311462402e+01,1.465775105904293341e+01
1.730000000000000000e+02,9.058829396963119507e-03,4.263617992401123047e+01,1.393087829355878782e+01
1.740000000000000000e+02,8.797492831945419312e-03,4.107065796852111816e+01,1.249528757530553413e+01
1.750000000000000000e+02,8.643241599202156067e-03,4.036197066307067871e+01,1.203979341841957051e+01
1.760000000000000000e+02,8.834898471832275391e-03,3.915989398956298828e+01,1.038441389579020502e+01
1.770000000000000000e+02,8.557271212339401245e-03,3.988521099090576172e+01,1.138693699051136754e+01
