Iter,Loss,ErrorLambda1,ErrorLambda2
1.870000000000000000e+02,7.710307836532592773e-03,3.371785879135131836e+01,1.187691212529366247e+01
1.880000000000000000e+02,7.672084961086511612e-03,3.234437108039855957e+01,1.438524600356396199e+01
1.890000000000000000e+02,7.550499401986598969e-03,3.333058357238769531e+01,1.125623257938926969e+01
1.900000000000000000e+02,7.456865627318620682e-03,3.371141552925109863e+01,8.928064370733856947e+00
1.910000000000000000e+02,7.360384333878755569e-03,3.373255729675292969e+01,8.906522902786317530e+00
1.920000000000000000e+02,7.275850977748632431e-03,3.321760296821594238e+01,9.334177729618515329e+00
1.930000000000000000e+02,7.247082889080047607e-03,3.318402767181396484e+01,8.969216254833298763e+00
1.940000000000000000e+02,7.222637999802827835e-03,3.295673727989196777e+01,9.315518210184162484e+00
1.950000000000000000e+02,7.213599048554897308e-03,3.306444287300109863e+01,8.890781904815824532e+00
1.960000000000000000e+02,7.198304403573274612e-03,3.290725946426391602e+01,9.259437247619210609e+00
1.970000000000000000e+02,7.176623214036226273e-03,3.289172053337097168e+01,9.270116549216291801e+00
1.980000000000000000e+02,7.099730893969535828e-03,3.293379545211791992e+01,9.196261132623320123e+00
1.990000000000000000e+02,6.936355959624052048e-03,3.285709023475646973e+01,8.992761920477823523e+00
2.000000000000000000e+02,6.680591963231563568e-03,3.213993310928344727e+01,9.634990248919891087e+00
2.010000000000000000e+02,6.454610265791416168e-03,3.066957592964172363e+01,1.071225382564036011e+01
2.020000000000000000e+02,6.305955350399017334e-03,2.965142130851745605e+01,1.249937643119099207e+01
2.030000000000000000e+02,6.201994605362415314e-03,2.829123735427856445e+01,1.447118512305993221e+01
2.040000000000000000e+02,6.260983645915985107e-03,2.742906808853149414e+01,1.520567969146473430e+01
2.050000000000000000e+02,6.152810994535684586e-03,2.793565988540649414e+01,1.477354833546992374e+01
2.060000000000000000e+02,6.091501563787460327e-03,2.779475450515747070e+01,1.447517157468350213e+01
2.070000000000000000e+02,5.992719903588294983e-03,2.733306288719177246e+01,1.497046441649393422e+01
2.080000000000000000e+02,5.786870140582323074e-03,2.531017065048217773e+01,1.797588321115773269e+01
2.090000000000000000e+02,5.709578283131122589e-03,2.380874752998352051e+01,1.942183138904212925e+01
2.100000000000000000e+02,5.652122199535369873e-03,2.446852326393127441e+01,1.861538319747945280e+01
2.110000000000000000e+02,5.630506202578544617e-03,2.438415884971618652e+01,1.969610657533376852e+01
2.120000000000000000e+02,5.565288476645946503e-03,2.448027729988098145e+01,1.913869823409702065e+01
2.130000000000000000e+02,5.544585175812244415e-03,2.447972893714904785e+01,1.884801642213260564e+01
2.140000000000000000e+02,5.502200685441493988e-03,2.445188760757446289e+01,1.891229704023887592e+01
2.150000000000000000e+02,5.459462292492389679e-03,2.450570464134216309e+01,1.892148416544842249e+01
2.160000000000000000e+02,5.408567842096090317e-03,2.449951767921447754e+01,1.831971283504297432e+01
2.170000000000000000e+02,5.336105823516845703e-03,2.473348379135131836e+01,1.756784611506757443e+01
2.180000000000000000e+02,5.289552733302116394e-03,2.443085312843322754e+01,1.744798924111566407e+01
2.190000000000000000e+02,5.315782036632299423e-03,2.485844492912292480e+01,1.691933455369955297e+01
2.200000000000000000e+02,5.262448918074369431e-03,2.460484504699707031e+01,1.723258187623040527e+01
2.210000000000000000e+02,5.235439632087945938e-03,2.501814365386962891e+01,1.635771300854504773e+01
2.220000000000000000e+02,5.214544478803873062e-03,2.503840923309326172e+01,1.639016784497399115e+01
2.230000000000000000e+02,5.200461484491825104e-03,2.526994347572326660e+01,1.609063537894623863e+01
2.240000000000000000e+02,5.188287235796451569e-03,2.502405643463134766e+01,1.643685687380562044e+01
2.250000000000000000e+02,5.170369986444711685e-03,2.479259371757507324e+01,1.702073671674088828e+01
