Iter,Loss,ErrorLambda1,ErrorLambda2
1.010000000000000000e+02,1.821782067418098450e-02,6.961126029491424561e+01,2.017062598116083194e+01
1.020000000000000000e+02,1.802972890436649323e-02,6.920917034149169922e+01,2.010071312865062154e+01
1.030000000000000000e+02,1.789068058133125305e-02,6.885350942611694336e+01,2.007757708005365416e+01
1.040000000000000000e+02,1.781104691326618195e-02,6.843808889389038086e+01,2.019578817122519254e+01
1.050000000000000000e+02,1.769896410405635834e-02,6.799505352973937988e+01,2.000696934148061601e+01
1.060000000000000000e+02,1.759606413543224335e-02,6.807681620121002197e+01,1.976737262701895759e+01
1.070000000000000000e+02,1.742737554013729095e-02,6.756949126720428467e+01,1.941347812710797527e+01
1.080000000000000000e+02,1.723225973546504974e-02,6.662855744361877441e+01,1.887002602384878358e+01
1.090000000000000000e+02,1.707165688276290894e-02,6.651507914066314697e+01,1.870645715925018493e+01
1.100000000000000000e+02,1.690328307449817657e-02,6.519390344619750977e+01,1.825867258036650043e+01
1.110000000000000000e+02,1.668818108737468719e-02,6.466631293296813965e+01,1.812583962351511957e+01
1.120000000000000000e+02,1.639208011329174042e-02,6.311005949974060059e+01,1.769338642555436891e+01
1.130000000000000000e+02,1.607657410204410553e-02,6.028589606285095215e+01,1.736989867683453426e+01
1.140000000000000000e+02,1.634808070957660675e-02,5.923665165901184082e+01,1.703015790883475233e+01
1.150000000000000000e+02,1.579260639846324921e-02,5.984610915184020996e+01,1.722765915706955653e+01
1.160000000000000000e+02,1.571599021553993225e-02,6.157798469066619873e+01,1.832388946601005131e+01
1.170000000000000000e+02,1.543775759637355804e-02,6.028527319431304932e+01,1.795231560174280361e+01
1.180000000000000000e+02,1.538694556802511215e-02,5.964092612266540527e+01,1.776693462936167123e+01
1.190000000000000000e+02,1.530583761632442474e-02,5.992043912410736084e+01,1.783372415188424398e+01
1.200000000000000000e+02,1.522535551339387894e-02,5.996072590351104736e+01,1.798982481995502170e+01
1.210000000000000000e+02,1.510447449982166290e-02,5.942162871360778809e+01,1.796960729282191593e+01
1.220000000000000000e+02,1.488001830875873566e-02,5.788846909999847412e+01,1.781260693016453445e+01
1.230000000000000000e+02,1.459804270416498184e-02,5.615932345390319824e+01,1.740366282489763705e+01
1.240000000000000000e+02,1.411550864577293396e-02,5.423009395599365234e+01,1.680466372415334675e+01
1.250000000000000000e+02,1.387561857700347900e-02,5.303196907043457031e+01,1.600977258500394740e+01
1.260000000000000000e+02,1.381737180054187775e-02,5.415249764919281006e+01,1.618824858429765001e+01
1.270000000000000000e+02,1.362695638090372086e-02,5.410598218441009521e+01,1.625252188781378848e+01
1.280000000000000000e+02,1.356787513941526413e-02,5.416376888751983643e+01,1.607491632474614818e+01
1.290000000000000000e+02,1.342323701828718185e-02,5.427045822143554688e+01,1.593958177806860732e+01
1.300000000000000000e+02,1.308157574385404587e-02,5.536315441131591797e+01,1.558465592094859176e+01
1.310000000000000000e+02,1.268693804740905762e-02,5.455449819564819336e+01,1.533714481996087464e+01
1.320000000000000000e+02,1.233700662851333618e-02,5.419790446758270264e+01,1.506003888728699458e+01
1.330000000000000000e+02,1.224833447486162186e-02,5.259311497211456299e+01,1.492164684193302193e+01
1.340000000000000000e+02,1.214198954403400421e-02,5.260677039623260498e+01,1.508267754375478020e+01
1.350000000000000000e+02,1.205038744956254959e-02,5.210071206092834473e+01,1.498264320906868896e+01
1.360000000000000000e+02,1.193013228476047516e-02,5.124867558479309082e+01,1.494744540133912736e+01
1.370000000000000000e+02,1.180423237383365631e-02,5.039399266242980957e+01,1.474422414361875866e+01
1.380000000000000000e+02,1.167273335158824921e-02,5.016427040100097656e+01,1.460714872448908608e+01
1.390000000000000000e+02,1.159912720322608948e-02,5.053565800189971924e+01,1.457566672854809831e+01
1.400000000000000000e+02,1.153611484915018082e-02,5.114980340003967285e+01,1.465535187347865609e+01
1.410000000000000000e+02,1.150219980627298355e-02,5.141335129737854004e+01,1.468712645302504249e+01
1.420000000000000000e+02,1.145325228571891785e-02,5.110360682010650635e+01,1.467573763618486815e+01
1.430000000000000000e+02,1.135148294270038605e-02,5.034812688827514648e+01,1.462518650376196661e+01
1.440000000000000000e+02,1.125075109302997589e-02,4.949317574501037598e+01,1.448498775464465460e+01
1.450000000000000000e+02,1.105103362351655960e-02,4.836453795433044434e+01,1.420058917560619349e+01
1.460000000000000000e+02,1.086996123194694519e-02,4.727801680564880371e+01,1.382123258743532013e+01
1.470000000000000000e+02,1.072275731712579727e-02,4.730463027954101562e+01,1.363207728654453277e+01
1.480000000000000000e+02,1.062072813510894775e-02,4.753515124320983887e+01,1.356297635353930175e+01
1.490000000000000000e+02,1.058488711714744568e-02,4.784469008445739746e+01,1.350666132409003239e+01
1.500000000000000000e+02,1.056608185172080994e-02,4.815115928649902344e+01,1.343181112323870252e+01
1.510000000000000000e+02,1.053022127598524094e-02,4.814942479133605957e+01,1.334950735503981889e+01
1.520000000000000000e+02,1.043394207954406738e-02,4.778221845626831055e+01,1.299485213775479764e+01
1.530000000000000000e+02,1.031219959259033203e-02,4.738278388977050781e+01,1.255267784950464893e+01
1.540000000000000000e+02,1.017130538821220398e-02,4.686031937599182129e+01,1.193336613195549845e+01
1.550000000000000000e+02,1.008881628513336182e-02,4.651389718055725098e+01,1.170798898071625338e+01
1.560000000000000000e+02,1.004203315824270248e-02,4.635387063026428223e+01,1.162454413645631135e+01
1.570000000000000000e+02,1.002356782555580139e-02,4.635015726089477539e+01,1.167935236033777535e+01
1.580000000000000000e+02,1.000811532139778137e-02,4.620299339294433594e+01,1.163348256560126792e+01
1.590000000000000000e+02,9.981712326407432556e-03,4.619285464286804199e+01,1.149664852794604997e+01
1.600000000000000000e+02,9.949138388037681580e-03,4.605105519294738770e+01,1.127721813848654975e+01
1.610000000000000000e+02,9.895683266222476959e-03,4.580667018890380859e+01,1.091208842812822688e+01
1.620000000000000000e+02,9.814656339585781097e-03,4.510481357574462891e+01,1.029561477155145255e+01
1.630000000000000000e+02,9.732223115861415863e-03,4.416204690933227539e+01,9.824028516368517927e+00
1.640000000000000000e+02,9.577449411153793335e-03,4.298253655433654785e+01,9.580708675528146756e+00
1.650000000000000000e+02,9.417342022061347961e-03,4.160811901092529297e+01,9.337088936492241587e+00
1.660000000000000000e+02,9.294386953115463257e-03,4.026442766189575195e+01,9.048060221898332145e+00
1.670000000000000000e+02,9.209627285599708557e-03,4.026159644126892090e+01,8.808346473994511427e+00
1.680000000000000000e+02,9.138191118836402893e-03,4.071640968322753906e+01,8.770325234472844400e+00
1.690000000000000000e+02,9.106622077524662018e-03,4.110532999038696289e+01,8.921846969119116011e+00
1.700000000000000000e+02,9.065574966371059418e-03,4.082199931144714355e+01,8.745097213097270838e+00
1.710000000000000000e+02,8.914389647543430328e-03,3.952022790908813477e+01,7.793973743254667852e+00
1.720000000000000000e+02,8.809252642095088959e-03,3.883777856826782227e+01,7.415919152127821157e+00
1.730000000000000000e+02,8.728018030524253845e-03,3.726181983947753906e+01,6.576014025287708620e+00
1.740000000000000000e+02,8.701733313500881195e-03,3.743509650230407715e+01,6.765995874863747872e+00
1.750000000000000000e+02,8.692508563399314880e-03,3.775167465209960938e+01,6.916098579023833182e+00
1.760000000000000000e+02,8.674929849803447723e-03,3.738916516304016113e+01,6.807067298471704220e+00
1.770000000000000000e+02,8.670087903738021851e-03,3.730572462081909180e+01,6.722466748970434836e+00
1.780000000000000000e+02,8.660842664539813995e-03,3.725063204765319824e+01,6.692476929416985243e+00
1.790000000000000000e+02,8.607896976172924042e-03,3.666618466377258301e+01,6.369706010530376439e+00
1.800000000000000000e+02,8.533818647265434265e-03,3.604847788810729980e+01,5.898448911903515501e+00
1.810000000000000000e+02,8.366167545318603516e-03,3.401278257369995117e+01,4.387525229850022690e+00
1.820000000000000000e+02,8.245555683970451355e-03,3.330737352371215820e+01,3.469814807744044050e+00
1.830000000000000000e+02,8.086081594228744507e-03,3.251487016677856445e+01,2.490617940963357757e+00
1.840000000000000000e+02,7.966309785842895508e-03,3.273763060569763184e+01,2.526788589180872791e+00
1.850000000000000000e+02,7.920173928141593933e-03,3.262556791305541992e+01,2.254605375667840583e+00
1.860000000000000000e+02,7.883344776928424835e-03,3.311069011688232422e+01,2.718745378093358589e+00
1.870000000000000000e+02,7.857429794967174530e-03,3.257511258125305176e+01,2.406288031297083130e+00
1.880000000000000000e+02,7.825347594916820526e-03,3.257634639739990234e+01,2.456722130277824157e+00
1.890000000000000000e+02,7.786324247717857361e-03,3.244212269783020020e+01,2.649600557547318491e+00
1.900000000000000000e+02,7.760382257401943207e-03,3.252884149551391602e+01,2.792659311407410527e+00
1.910000000000000000e+02,7.682625204324722290e-03,3.266490101814270020e+01,3.040931129769167462e+00
1.920000000000000000e+02,7.531549781560897827e-03,3.250504136085510254e+01,2.850905392652318682e+00
1.930000000000000000e+02,7.317621260881423950e-03,3.230329751968383789e+01,1.881115088785226597e+00
1.940000000000000000e+02,7.220935076475143433e-03,3.137497305870056152e+01,8.323930427714806290e-01
1.950000000000000000e+02,7.150502875447273254e-03,3.103468418121337891e+01,1.007365353390524548e-01
1.960000000000000000e+02,7.042256183922290802e-03,3.081064820289611816e+01,4.420133672671798797e-01
1.970000000000000000e+02,6.967742927372455597e-03,3.010637164115905762e+01,1.258811703870866383e+00
1.980000000000000000e+02,6.880317814648151398e-03,3.033719658851623535e+01,1.411891446215891799e+00
1.990000000000000000e+02,6.859450601041316986e-03,2.995639443397521973e+01,1.976226704310473536e+00
