Iter,Loss,l1,l2
2.590000000000000000e+02,4.331324503086308937e+02,7.281874084472656250e+01,3.201861572265625000e+01
2.600000000000000000e+02,4.323352962888700972e+02,7.264786529541015625e+01,3.131768417358398438e+01
2.610000000000000000e+02,4.315358054248697499e+02,7.247702026367187500e+01,3.063379859924316406e+01
2.620000000000000000e+02,4.307340207611123901e+02,7.230621337890625000e+01,2.996722793579101562e+01
2.630000000000000000e+02,4.299299943636184480e+02,7.213545227050781250e+01,2.931817245483398438e+01
2.640000000000000000e+02,4.291237883174891294e+02,7.196471405029296875e+01,2.868674659729003906e+01
2.650000000000000000e+02,4.283154764022454515e+02,7.179402923583984375e+01,2.807299804687500000e+01
2.660000000000000000e+02,4.275051429953053344e+02,7.162337493896484375e+01,2.747687911987304688e+01
2.670000000000000000e+02,4.266928838692172121e+02,7.145276641845703125e+01,2.689826774597167969e+01
2.680000000000000000e+02,4.258788094159235129e+02,7.128219604492187500e+01,2.633692550659179688e+01
2.690000000000000000e+02,4.250630372118880018e+02,7.111166381835937500e+01,2.579250907897949219e+01
2.700000000000000000e+02,4.242456986049443231e+02,7.094117736816406250e+01,2.526454544067382812e+01
2.710000000000000000e+02,4.234269385809740811e+02,7.077072906494140625e+01,2.475245857238769531e+01
2.720000000000000000e+02,4.226069113371886488e+02,7.060031890869140625e+01,2.425557136535644531e+01
2.730000000000000000e+02,4.217857814187795498e+02,7.042995452880859375e+01,2.377310752868652344e+01
2.740000000000000000e+02,4.209637229829661464e+02,7.025962829589843750e+01,2.330421447753906250e+01
2.750000000000000000e+02,4.201409220337300212e+02,7.008936309814453125e+01,2.284796905517578125e+01
2.760000000000000000e+02,4.193175721905334399e+02,6.991913604736328125e+01,2.240338897705078125e+01
2.770000000000000000e+02,4.184938716382482653e+02,6.974896240234375000e+01,2.196943855285644531e+01
2.780000000000000000e+02,4.176700244742652330e+02,6.957884216308593750e+01,2.154506683349609375e+01
2.790000000000000000e+02,4.168462438590320858e+02,6.940876007080078125e+01,2.112918663024902344e+01
2.800000000000000000e+02,4.160227412223770784e+02,6.923875427246093750e+01,2.072069740295410156e+01
2.810000000000000000e+02,4.151997319019645261e+02,6.906880187988281250e+01,2.031851577758789062e+01
2.820000000000000000e+02,4.143774316999528651e+02,6.889891052246093750e+01,1.992157745361328125e+01
2.830000000000000000e+02,4.135560570971288143e+02,6.872908782958984375e+01,1.952882003784179688e+01
2.840000000000000000e+02,4.127358174594272668e+02,6.855933380126953125e+01,1.913923835754394531e+01
2.850000000000000000e+02,4.119169226888792537e+02,6.838966369628906250e+01,1.875185585021972656e+01
2.860000000000000000e+02,4.110995749647534012e+02,6.822006988525390625e+01,1.836574745178222656e+01
2.870000000000000000e+02,4.102839719211721103e+02,6.805055236816406250e+01,1.798005867004394531e+01
2.880000000000000000e+02,4.094703015433866540e+02,6.788112640380859375e+01,1.759400749206542969e+01
2.890000000000000000e+02,4.086587425698425022e+02,6.771179199218750000e+01,1.720686531066894531e+01
