Iter,Loss,l1,l2
2.350000000000000000e+02,4.656212917612665478e+02,7.989045715332031250e+01,8.479721069335937500e+01
2.360000000000000000e+02,4.647797118823035589e+02,7.971800994873046875e+01,8.358769989013671875e+01
2.370000000000000000e+02,4.639365574754257864e+02,7.954470825195312500e+01,8.237365722656250000e+01
2.380000000000000000e+02,4.630918862871515103e+02,7.937059020996093750e+01,8.115608978271484375e+01
2.390000000000000000e+02,4.622457599154935792e+02,7.919566345214843750e+01,7.993605041503906250e+01
2.400000000000000000e+02,4.613982442497706415e+02,7.901996612548828125e+01,7.871469879150390625e+01
2.410000000000000000e+02,4.605494098256824600e+02,7.884352874755859375e+01,7.749324798583984375e+01
2.420000000000000000e+02,4.596993322967487643e+02,7.866637420654296875e+01,7.627301025390625000e+01
2.430000000000000000e+02,4.588480923993865872e+02,7.848853302001953125e+01,7.505538177490234375e+01
2.440000000000000000e+02,4.579957737346487647e+02,7.831004333496093750e+01,7.384180450439453125e+01
2.450000000000000000e+02,4.571424669820748932e+02,7.813092803955078125e+01,7.263381195068359375e+01
2.460000000000000000e+02,4.562882670351742149e+02,7.795120239257812500e+01,7.143303680419921875e+01
2.470000000000000000e+02,4.554332726255525472e+02,7.777091979980468750e+01,7.024113464355468750e+01
2.480000000000000000e+02,4.545775883057299893e+02,7.759009552001953125e+01,6.905981445312500000e+01
2.490000000000000000e+02,4.537213231843840049e+02,7.740875244140625000e+01,6.789081573486328125e+01
2.500000000000000000e+02,4.528645898846695559e+02,7.722692871093750000e+01,6.673590850830078125e+01
2.510000000000000000e+02,4.520075061971067498e+02,7.704463958740234375e+01,6.559678649902343750e+01
2.520000000000000000e+02,4.511501945793806954e+02,7.686191558837890625e+01,6.447518157958984375e+01
2.530000000000000000e+02,4.502927813717353729e+02,7.667877960205078125e+01,6.337269973754882812e+01
2.540000000000000000e+02,4.494353954721042896e+02,7.649526977539062500e+01,6.229090881347656250e+01
2.550000000000000000e+02,4.485781714255934958e+02,7.631138610839843750e+01,6.123125076293945312e+01
2.560000000000000000e+02,4.477212441772222746e+02,7.612717437744140625e+01,6.019510650634765625e+01
2.570000000000000000e+02,4.468647519442051816e+02,7.594264984130859375e+01,5.918372344970703125e+01
2.580000000000000000e+02,4.460088344427366565e+02,7.575782775878906250e+01,5.819827270507812500e+01
2.590000000000000000e+02,4.451536323486961351e+02,7.557273864746093750e+01,5.723981857299804688e+01
2.600000000000000000e+02,4.442992864691386785e+02,7.538739776611328125e+01,5.630928802490234375e+01
2.610000000000000000e+02,4.434459355519966266e+02,7.520183563232421875e+01,5.540752410888671875e+01
2.620000000000000000e+02,4.425937182544965367e+02,7.501605987548828125e+01,5.453522872924804688e+01
